user_id,timestamp,amount,merchant_category,location_risk_score,is_fraud
user_653,2025-04-13 07:01:41.531172,30.22,gas_station,0.3,0
user_368,2025-04-13 07:20:19.531172,42.89,online_retail,0.3,0
user_126,2025-04-13 07:27:15.531172,18.96,gas_station,0.1,0
user_575,2025-04-13 07:32:23.531172,31.87,department_store,0.1,0
user_826,2025-04-13 07:42:32.531172,96.31,online_retail,0.3,0
user_281,2025-04-13 07:59:27.531172,110.93,grocery,0.1,0
user_843,2025-04-13 08:08:59.531172,5.0,gas_station,0.1,0
user_789,2025-04-13 08:11:23.531172,15.06,online_retail,0.1,0
user_603,2025-04-13 08:25:30.531172,15.71,department_store,0.1,0
user_570,2025-04-13 08:39:41.531172,35.58,grocery,0.1,0
user_684,2025-04-13 08:56:39.531172,29.94,grocery,0.7,0
user_88,2025-04-13 09:03:20.531172,9.72,department_store,0.1,0
user_846,2025-04-13 09:13:56.531172,29.89,online_retail,0.6,0
user_836,2025-04-13 09:15:38.531172,21.97,grocery,0.1,0
user_808,2025-04-13 09:19:54.531172,3576.92,jewelry,0.9,1
user_515,2025-04-13 09:41:17.531172,13.81,grocery,0.3,0
user_639,2025-04-13 09:43:22.531172,13.31,restaurant,0.1,0
user_450,2025-04-13 09:57:53.531172,9.56,department_store,0.1,0
user_798,2025-04-13 10:08:05.531172,22.18,hotel,0.6,0
user_165,2025-04-13 10:19:51.531172,30.47,restaurant,0.3,0
user_531,2025-04-13 10:44:57.531172,8.28,department_store,0.1,0
user_981,2025-04-13 10:59:22.531172,71.54,pharmacy,0.3,0
user_782,2025-04-13 11:07:49.531172,7.27,grocery,0.1,0
user_218,2025-04-13 11:19:56.531172,69.06,department_store,0.6,0
user_951,2025-04-13 11:39:06.531172,19.28,grocery,0.1,0
user_882,2025-04-13 11:45:37.531172,73.6,grocery,0.1,0
user_448,2025-04-13 11:53:36.531172,11.29,gas_station,0.3,0
user_56,2025-04-13 12:08:32.531172,5.0,department_store,0.3,0
user_828,2025-04-13 12:28:37.531172,5.0,airline,0.1,0
user_422,2025-04-13 12:37:21.531172,299.51,online_retail,0.1,0
user_446,2025-04-13 12:39:02.531172,5.0,department_store,0.6,0
user_125,2025-04-13 12:52:09.531172,301.38,online_retail,0.1,0
user_70,2025-04-13 12:52:47.531172,69.32,gas_station,0.1,0
user_324,2025-04-13 12:55:35.531172,10.64,department_store,0.3,0
user_382,2025-04-13 13:24:51.531172,79.26,gas_station,0.1,0
user_106,2025-04-13 13:38:32.531172,86.2,restaurant,0.6,0
user_322,2025-04-13 13:48:32.531172,12.4,restaurant,0.3,0
user_895,2025-04-13 13:49:03.531172,36.4,pharmacy,0.1,0
user_772,2025-04-13 13:57:19.531172,5.0,hotel,0.1,0
user_79,2025-04-13 14:04:58.531172,48.41,online_retail,0.1,0
user_849,2025-04-13 14:24:14.531172,5.0,grocery,0.1,0
user_350,2025-04-13 14:29:21.531172,5.0,hotel,0.4,0
user_146,2025-04-13 14:40:55.531172,438.25,online_retail,0.4,0
user_3,2025-04-13 14:42:57.531172,28.88,pharmacy,0.3,0
user_5,2025-04-13 14:54:49.531172,583.64,department_store,0.1,0
user_56,2025-04-13 15:13:08.531172,14.9,hotel,0.3,0
user_722,2025-04-13 15:58:46.531172,5.0,gas_station,0.1,0
user_615,2025-04-13 16:27:28.531172,5.0,gas_station,0.1,0
user_847,2025-04-13 16:35:10.531172,17.26,grocery,0.6,0
user_565,2025-04-13 16:52:17.531172,46.59,grocery,0.4,0
user_139,2025-04-13 17:20:27.531172,184.21,grocery,0.6,0
user_416,2025-04-13 17:23:51.531172,62.28,grocery,0.3,0
user_383,2025-04-13 17:48:35.531172,5.29,department_store,0.1,0
user_191,2025-04-13 17:49:34.531172,15.38,entertainment,0.1,0
user_121,2025-04-13 17:53:52.531172,8.06,hotel,0.1,0
user_310,2025-04-13 17:58:33.531172,79.07,restaurant,0.3,0
user_529,2025-04-13 18:01:44.531172,13.13,entertainment,0.6,1
user_325,2025-04-13 18:03:55.531172,5.0,online_retail,0.1,0
user_591,2025-04-13 18:29:40.531172,24.91,department_store,0.3,0
user_21,2025-04-13 19:21:31.531172,82.22,electronics,0.7,1
user_857,2025-04-13 19:23:45.531172,5.0,gas_station,0.1,0
user_822,2025-04-13 19:43:26.531172,127.56,grocery,0.7,0
user_825,2025-04-13 19:49:28.531172,20.05,pharmacy,0.1,0
user_178,2025-04-13 19:56:51.531172,70.87,department_store,0.1,0
user_993,2025-04-13 19:59:36.531172,15.01,gas_station,0.1,0
user_531,2025-04-13 20:48:51.531172,26.14,pharmacy,0.3,0
user_34,2025-04-13 21:11:43.531172,158.2,entertainment,0.1,0
user_162,2025-04-13 21:25:44.531172,5.0,gas_station,0.1,0
user_995,2025-04-13 21:26:53.531172,8.85,grocery,0.1,0
user_911,2025-04-13 21:27:54.531172,73.93,grocery,0.1,0
user_323,2025-04-13 21:29:37.531172,6.0,gas_station,0.1,0
user_664,2025-04-13 21:36:34.531172,19.82,pharmacy,0.3,0
user_332,2025-04-13 21:46:49.531172,79.65,grocery,0.1,0
user_337,2025-04-13 21:59:53.531172,127.2,online_retail,0.3,0
user_836,2025-04-13 22:01:23.531172,5.0,entertainment,0.3,0
user_94,2025-04-13 22:22:48.531172,13.55,pharmacy,0.1,0
user_373,2025-04-13 22:44:10.531172,23.74,grocery,0.1,0
user_150,2025-04-13 22:48:10.531172,5.0,hotel,0.1,0
user_766,2025-04-13 22:51:17.531172,21.69,restaurant,0.4,0
user_516,2025-04-13 22:54:59.531172,14.01,entertainment,0.3,0
user_611,2025-04-13 22:59:42.531172,64.3,online_retail,0.3,0
user_990,2025-04-13 23:15:54.531172,43.88,department_store,0.1,0
user_666,2025-04-13 23:17:03.531172,17.85,grocery,0.3,0
user_549,2025-04-13 23:18:17.531172,25.41,car_rental,0.1,0
user_112,2025-04-13 23:36:05.531172,70.49,entertainment,0.1,0
user_330,2025-04-13 23:45:33.531172,139.55,electronics,0.4,0
user_836,2025-04-13 23:46:28.531172,34.44,restaurant,0.1,0
user_75,2025-04-13 23:53:48.531172,7.24,car_rental,0.1,0
user_392,2025-04-14 01:06:57.531172,51.49,entertainment,0.9,1
user_812,2025-04-14 01:11:14.531172,28.14,restaurant,0.1,0
user_839,2025-04-14 01:31:52.531172,5.0,online_retail,0.1,0
user_437,2025-04-14 02:09:42.531172,74.58,jewelry,0.1,0
user_560,2025-04-14 02:10:57.531172,13.17,airline,0.6,0
user_292,2025-04-14 02:34:09.531172,59.78,department_store,0.1,0
user_49,2025-04-14 03:15:18.531172,10.84,gas_station,0.1,0
user_371,2025-04-14 03:29:16.531172,60.55,restaurant,0.1,0
user_685,2025-04-14 03:51:22.531172,10.45,entertainment,0.3,0
user_903,2025-04-14 04:21:23.531172,5.0,pharmacy,0.3,0
user_653,2025-04-14 04:23:44.531172,29.62,gas_station,0.3,0
user_914,2025-04-14 04:25:10.531172,5.0,grocery,0.1,0
user_905,2025-04-14 04:37:41.531172,521.54,restaurant,0.1,0
user_447,2025-04-14 04:40:43.531172,132.39,pharmacy,0.1,0
user_457,2025-04-14 04:43:58.531172,22.06,online_retail,0.1,0
user_80,2025-04-14 04:49:47.531172,77.0,grocery,0.1,0
user_185,2025-04-14 05:13:09.531172,22.81,online_retail,0.1,0
user_82,2025-04-14 05:17:24.531172,27.43,restaurant,0.1,0
user_111,2025-04-14 05:27:48.531172,15.65,restaurant,0.1,0
user_414,2025-04-14 05:34:17.531172,46.34,entertainment,0.3,0
user_482,2025-04-14 06:10:26.531172,103.23,airline,0.1,0
user_501,2025-04-14 06:23:30.531172,142.34,gas_station,0.6,0
user_814,2025-04-14 06:30:57.531172,12.85,jewelry,0.1,0
user_483,2025-04-14 06:44:37.531172,61.68,grocery,0.1,0
user_718,2025-04-14 07:01:12.531172,5.0,gas_station,0.1,0
user_494,2025-04-14 07:10:15.531172,17.89,online_retail,0.6,0
user_302,2025-04-14 07:47:34.531172,162.9,hotel,0.3,0
user_568,2025-04-14 08:23:24.531172,42.28,department_store,0.1,0
user_274,2025-04-14 08:32:54.531172,5.0,grocery,0.1,0
user_92,2025-04-14 08:48:15.531172,11.96,restaurant,0.6,0
user_230,2025-04-14 09:19:22.531172,52.62,gas_station,0.1,0
user_974,2025-04-14 09:20:53.531172,8.02,grocery,0.1,0
user_415,2025-04-14 09:36:25.531172,10.14,pharmacy,0.1,0
user_104,2025-04-14 09:55:36.531172,143.65,department_store,0.1,0
user_347,2025-04-14 10:01:16.531172,6.43,electronics,0.7,0
user_289,2025-04-14 10:03:05.531172,5.0,online_retail,0.1,0
user_812,2025-04-14 10:17:45.531172,24.85,grocery,0.1,0
user_127,2025-04-14 10:25:32.531172,174.93,online_retail,0.1,0
user_239,2025-04-14 10:26:18.531172,62.79,pharmacy,0.3,0
user_591,2025-04-14 10:34:02.531172,125.56,grocery,0.7,0
user_995,2025-04-14 10:46:27.531172,14.21,department_store,0.1,0
user_730,2025-04-14 11:04:46.531172,12.8,grocery,0.6,0
user_201,2025-04-14 11:05:16.531172,7.06,grocery,0.1,0
user_652,2025-04-14 11:28:27.531172,27.61,online_retail,0.3,0
user_741,2025-04-14 11:44:11.531172,16.56,restaurant,0.6,0
user_77,2025-04-14 11:48:21.531172,115.02,gas_station,0.3,0
user_810,2025-04-14 11:58:47.531172,76.51,gas_station,0.1,0
user_61,2025-04-14 12:04:06.531172,9.1,online_retail,0.1,0
user_815,2025-04-14 12:10:16.531172,68.07,online_retail,0.1,0
user_603,2025-04-14 12:49:20.531172,5.0,online_retail,0.1,0
user_421,2025-04-14 13:18:39.531172,6.24,grocery,0.1,0
user_320,2025-04-14 13:23:26.531172,6.44,entertainment,0.1,0
user_118,2025-04-14 13:38:05.531172,11.29,grocery,0.1,0
user_775,2025-04-14 13:59:05.531172,12.7,restaurant,0.1,0
user_971,2025-04-14 14:31:55.531172,5.0,restaurant,0.3,0
user_231,2025-04-14 14:39:50.531172,16.38,entertainment,0.3,0
user_643,2025-04-14 14:55:47.531172,28.72,pharmacy,0.1,0
user_957,2025-04-14 15:12:54.531172,2000.0,gas_station,0.6,0
user_164,2025-04-14 15:35:03.531172,88.21,gas_station,0.1,0
user_154,2025-04-14 16:11:54.531172,183.36,pharmacy,0.6,0
user_769,2025-04-14 16:13:02.531172,5.0,pharmacy,0.1,0
user_35,2025-04-14 16:14:01.531172,46.89,online_retail,0.1,0
user_158,2025-04-14 16:21:22.531172,5.0,jewelry,0.3,0
user_597,2025-04-14 17:29:53.531172,31.99,online_retail,0.1,0
user_598,2025-04-14 17:53:43.531172,79.77,electronics,0.1,0
user_151,2025-04-14 17:55:23.531172,163.86,grocery,0.6,0
user_354,2025-04-14 18:14:34.531172,5.0,department_store,0.1,0
user_290,2025-04-14 18:34:34.531172,22.12,entertainment,0.3,0
user_392,2025-04-14 18:36:19.531172,62.09,gas_station,0.1,0
user_316,2025-04-14 18:47:08.531172,5.0,airline,0.3,0
user_725,2025-04-14 18:48:19.531172,10.61,hotel,0.1,0
user_462,2025-04-14 19:03:25.531172,12.28,jewelry,0.1,0
user_110,2025-04-14 19:53:46.531172,98.19,restaurant,0.1,0
user_183,2025-04-14 19:57:02.531172,84.78,entertainment,0.9,1
user_828,2025-04-14 20:07:43.531172,33.38,hotel,0.3,0
user_96,2025-04-14 20:45:13.531172,13.39,grocery,0.1,0
user_100,2025-04-14 20:58:34.531172,45.13,gas_station,0.1,0
user_257,2025-04-14 21:16:38.531172,144.37,gas_station,0.1,0
user_389,2025-04-14 21:22:55.531172,16.2,restaurant,0.3,0
user_802,2025-04-14 21:31:37.531172,9.36,hotel,0.6,0
user_960,2025-04-14 21:34:25.531172,6.48,grocery,0.1,0
user_190,2025-04-14 22:03:14.531172,210.96,department_store,0.6,0
user_106,2025-04-14 22:12:08.531172,7.96,gas_station,0.1,0
user_506,2025-04-14 22:15:14.531172,25.51,gas_station,0.1,0
user_56,2025-04-14 22:26:32.531172,70.32,hotel,0.3,0
user_645,2025-04-14 23:06:00.531172,23.71,grocery,0.1,0
user_358,2025-04-14 23:09:13.531172,36.62,grocery,0.1,0
user_474,2025-04-14 23:15:53.531172,14.67,pharmacy,0.3,0
user_880,2025-04-14 23:29:31.531172,72.93,gas_station,0.3,0
user_598,2025-04-14 23:41:20.531172,89.85,online_retail,0.1,0
user_564,2025-04-14 23:43:36.531172,236.35,gas_station,0.3,0
user_547,2025-04-14 23:50:38.531172,37.36,grocery,0.3,0
user_679,2025-04-15 00:09:36.531172,6.02,restaurant,0.3,0
user_186,2025-04-15 00:19:16.531172,5.0,grocery,0.3,0
user_640,2025-04-15 00:37:00.531172,32.83,restaurant,0.1,0
user_340,2025-04-15 01:19:18.531172,169.15,department_store,0.1,0
user_473,2025-04-15 01:29:25.531172,9.75,restaurant,0.1,0
user_432,2025-04-15 02:07:20.531172,5.0,grocery,0.1,0
user_344,2025-04-15 02:21:58.531172,51.28,airline,0.3,0
user_63,2025-04-15 02:35:42.531172,13.58,pharmacy,0.3,0
user_251,2025-04-15 03:17:01.531172,477.29,grocery,0.1,0
user_175,2025-04-15 03:35:01.531172,141.15,department_store,0.1,0
user_274,2025-04-15 03:37:06.531172,28.67,department_store,0.3,0
user_345,2025-04-15 03:53:01.531172,15.63,pharmacy,0.1,0
user_312,2025-04-15 04:01:20.531172,5.0,hotel,0.4,0
user_150,2025-04-15 04:03:14.531172,75.11,entertainment,0.1,0
user_125,2025-04-15 04:16:42.531172,8.26,department_store,0.1,0
user_158,2025-04-15 04:17:24.531172,96.57,hotel,0.3,0
user_274,2025-04-15 04:28:24.531172,9.26,electronics,0.3,0
user_805,2025-04-15 04:44:04.531172,14.72,grocery,0.3,0
user_984,2025-04-15 04:51:22.531172,12.24,department_store,0.3,0
user_140,2025-04-15 04:54:47.531172,32.03,gas_station,0.3,0
user_733,2025-04-15 05:05:58.531172,47.18,online_retail,0.1,0
user_360,2025-04-15 05:11:11.531172,89.53,grocery,0.1,0
user_106,2025-04-15 05:15:15.531172,14.76,gas_station,0.3,0
user_509,2025-04-15 05:42:23.531172,11.57,department_store,0.1,0
user_745,2025-04-15 05:42:32.531172,222.69,hotel,0.3,0
user_223,2025-04-15 05:44:31.531172,15.5,gas_station,0.1,0
user_47,2025-04-15 05:47:55.531172,5.58,car_rental,0.1,0
user_335,2025-04-15 06:02:26.531172,5.0,grocery,0.3,0
user_999,2025-04-15 06:10:48.531172,9.38,entertainment,0.3,0
user_967,2025-04-15 06:21:37.531172,10.59,department_store,0.1,0
user_367,2025-04-15 06:57:13.531172,7.52,online_retail,0.6,0
user_500,2025-04-15 07:31:41.531172,5.0,gas_station,0.9,0
user_649,2025-04-15 08:26:38.531172,49.04,grocery,0.1,0
user_677,2025-04-15 08:49:17.531172,189.3,pharmacy,0.1,0
user_510,2025-04-15 09:01:15.531172,16.2,gas_station,0.3,0
user_552,2025-04-15 09:07:14.531172,6.09,restaurant,0.6,0
user_722,2025-04-15 09:13:37.531172,268.26,restaurant,0.1,0
user_976,2025-04-15 09:34:14.531172,126.95,online_retail,0.3,0
user_988,2025-04-15 09:35:38.531172,104.03,restaurant,0.1,0
user_637,2025-04-15 09:36:35.531172,5.43,grocery,0.6,0
user_887,2025-04-15 09:40:24.531172,20.44,gas_station,0.3,0
user_647,2025-04-15 09:41:44.531172,5.0,restaurant,0.1,0
user_582,2025-04-15 09:59:46.531172,10.8,department_store,0.3,0
user_928,2025-04-15 10:12:18.531172,9.94,online_retail,0.1,0
user_249,2025-04-15 10:34:20.531172,20.34,pharmacy,0.1,0
user_923,2025-04-15 10:39:22.531172,184.04,restaurant,0.1,0
user_727,2025-04-15 10:42:24.531172,5.0,gas_station,0.1,0
user_811,2025-04-15 10:57:38.531172,7.14,car_rental,0.4,0
user_433,2025-04-15 11:04:00.531172,22.23,online_retail,0.1,0
user_516,2025-04-15 11:30:11.531172,25.0,department_store,0.3,0
user_182,2025-04-15 11:42:39.531172,5.0,restaurant,0.3,0
user_131,2025-04-15 11:47:36.531172,7.81,online_retail,0.1,0
user_842,2025-04-15 11:48:24.531172,37.31,grocery,0.1,0
user_658,2025-04-15 11:51:02.531172,19.2,department_store,0.1,0
user_225,2025-04-15 11:53:30.531172,215.31,restaurant,0.1,0
user_805,2025-04-15 12:03:36.531172,23.3,restaurant,0.3,0
user_116,2025-04-15 12:04:46.531172,15.84,restaurant,0.1,0
user_232,2025-04-15 12:06:29.531172,5.0,hotel,0.3,0
user_31,2025-04-15 12:12:48.531172,99.33,gas_station,0.1,0
user_952,2025-04-15 12:25:40.531172,10.89,online_retail,0.7,0
user_597,2025-04-15 12:58:12.531172,5.34,restaurant,0.3,0
user_299,2025-04-15 13:03:50.531172,12.39,restaurant,0.3,0
user_300,2025-04-15 13:11:34.531172,570.92,grocery,0.1,0
user_544,2025-04-15 13:14:14.531172,30.9,entertainment,0.3,0
user_111,2025-04-15 13:25:13.531172,16.04,restaurant,0.3,0
user_37,2025-04-15 13:34:35.531172,5.0,hotel,0.3,0
user_674,2025-04-15 13:40:28.531172,6.43,pharmacy,0.1,0
user_256,2025-04-15 14:04:08.531172,162.05,grocery,0.3,0
user_883,2025-04-15 14:06:51.531172,5.0,pharmacy,0.1,0
user_939,2025-04-15 14:42:15.531172,66.41,restaurant,0.3,0
user_867,2025-04-15 14:51:54.531172,702.0,car_rental,0.6,0
user_609,2025-04-15 15:14:46.531172,50.89,grocery,0.1,0
user_200,2025-04-15 15:19:23.531172,27.51,online_retail,0.1,0
user_517,2025-04-15 15:20:57.531172,6.21,grocery,0.3,0
user_857,2025-04-15 15:39:55.531172,29.89,department_store,0.3,0
user_537,2025-04-15 15:49:22.531172,71.22,entertainment,0.3,0
user_809,2025-04-15 15:57:28.531172,5.0,pharmacy,0.1,0
user_311,2025-04-15 16:25:41.531172,5.0,grocery,0.1,0
user_720,2025-04-15 17:02:05.531172,5.0,online_retail,0.1,0
user_490,2025-04-15 17:24:58.531172,151.08,entertainment,0.9,0
user_153,2025-04-15 17:44:48.531172,12.02,airline,0.3,0
user_725,2025-04-15 17:50:21.531172,29.05,pharmacy,0.3,0
user_621,2025-04-15 18:07:10.531172,5.0,pharmacy,0.1,0
user_106,2025-04-15 18:14:22.531172,7.49,entertainment,0.3,0
user_172,2025-04-15 19:19:25.531172,16.64,restaurant,0.3,0
user_915,2025-04-15 19:33:49.531172,14.13,restaurant,0.1,0
user_369,2025-04-15 20:31:16.531172,26.07,pharmacy,0.1,0
user_188,2025-04-15 20:34:22.531172,58.5,grocery,0.1,0
user_146,2025-04-15 20:35:07.531172,20.49,hotel,0.1,0
user_555,2025-04-15 20:39:31.531172,16.09,entertainment,0.6,0
user_691,2025-04-15 21:02:10.531172,5.0,hotel,0.1,0
user_100,2025-04-15 22:01:34.531172,550.16,department_store,0.1,0
user_666,2025-04-15 22:18:08.531172,6.01,entertainment,0.1,0
user_564,2025-04-15 22:31:05.531172,166.73,department_store,0.6,0
user_358,2025-04-15 22:34:26.531172,5.0,airline,0.1,0
user_557,2025-04-15 22:40:36.531172,458.09,pharmacy,0.1,0
user_74,2025-04-15 22:56:20.531172,49.3,pharmacy,0.1,0
user_87,2025-04-15 23:09:16.531172,13.32,restaurant,0.1,0
user_298,2025-04-15 23:15:50.531172,31.02,gas_station,0.3,0
user_508,2025-04-15 23:16:11.531172,30.45,grocery,0.6,0
user_47,2025-04-15 23:43:05.531172,5.0,gas_station,0.1,0
user_960,2025-04-15 23:55:08.531172,112.68,grocery,0.1,0
user_812,2025-04-16 00:04:15.531172,11.05,electronics,0.1,0
user_334,2025-04-16 00:06:14.531172,7.91,restaurant,0.3,0
user_804,2025-04-16 00:08:40.531172,198.21,restaurant,0.3,0
user_873,2025-04-16 00:10:31.531172,7.45,grocery,0.1,0
user_898,2025-04-16 00:18:37.531172,62.48,car_rental,0.1,0
user_97,2025-04-16 00:56:23.531172,13.87,grocery,0.1,0
user_540,2025-04-16 00:57:56.531172,5.0,airline,0.1,0
user_407,2025-04-16 01:01:44.531172,33.58,gas_station,0.1,0
user_956,2025-04-16 01:10:16.531172,5.62,gas_station,0.1,0
user_35,2025-04-16 01:14:22.531172,5.0,grocery,0.1,0
user_340,2025-04-16 01:17:21.531172,9.62,restaurant,0.1,0
user_141,2025-04-16 02:15:38.531172,187.48,restaurant,0.3,0
user_671,2025-04-16 02:43:24.531172,5.0,gas_station,0.1,0
user_894,2025-04-16 03:14:33.531172,76.28,hotel,0.1,0
user_907,2025-04-16 03:28:51.531172,30.51,grocery,0.3,0
user_47,2025-04-16 03:41:02.531172,50.82,entertainment,0.6,0
user_299,2025-04-16 04:05:44.531172,8.51,restaurant,0.3,0
user_541,2025-04-16 04:09:52.531172,43.8,online_retail,0.6,0
user_177,2025-04-16 04:12:55.531172,5.0,grocery,0.1,0
user_126,2025-04-16 04:13:04.531172,11.48,entertainment,0.1,0
user_525,2025-04-16 04:19:44.531172,6.08,gas_station,0.3,0
user_165,2025-04-16 04:49:47.531172,35.37,restaurant,0.3,0
user_896,2025-04-16 04:55:12.531172,137.85,entertainment,0.3,0
user_618,2025-04-16 05:09:36.531172,16.11,department_store,0.1,0
user_500,2025-04-16 05:15:55.531172,5.0,entertainment,0.1,0
user_779,2025-04-16 05:17:59.531172,6.76,gas_station,0.1,0
user_221,2025-04-16 05:48:39.531172,8.79,pharmacy,0.1,0
user_250,2025-04-16 05:55:42.531172,200.05,grocery,0.3,0
user_922,2025-04-16 06:24:11.531172,42.17,restaurant,0.3,0
user_591,2025-04-16 06:45:15.531172,17.73,gas_station,0.1,0
user_513,2025-04-16 06:48:30.531172,11.22,online_retail,0.6,0
user_96,2025-04-16 07:14:07.531172,6.24,online_retail,0.3,0
user_596,2025-04-16 07:50:35.531172,30.66,restaurant,0.7,0
user_634,2025-04-16 08:15:06.531172,233.36,entertainment,0.3,0
user_187,2025-04-16 08:17:10.531172,5.0,airline,0.6,0
user_700,2025-04-16 08:35:08.531172,5.0,online_retail,0.1,0
